Name                  ;Const;Coordinates (J2000.0);Wave ;Type ;Dia_arcm;Dst_pc;E(B-V);Log_t  ;Aliases                                                                                                    ;Comments
Ryu 143               ;Sco  ;17 07 45.4 -30 51 56 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 145               ;Sco  ;17 37 39.0 -31 23 00 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 146               ;Oph  ;17 21 08.5 -27 38 07 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 147               ;Oph  ;17 21 17.1 -27 37 09 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 148               ;Sco  ;17 49 15.2 -31 23 45 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 149               ;Oph  ;17 24 04.5 -26 32 38 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 150               ;Sco  ;17 54 24.7 -30 42 14 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 151               ;Oph  ;17 24 41.3 -26 33 09 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 152               ;Oph  ;17 37 29.5 -27 45 37 ;IR   ;OC?? ;    4.00;      ;      ;       ;                                                                                                           ;
Ryu 153               ;Sgr  ;17 46 04.0 -28 52 44 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 154               ;Oph  ;17 26 14.7 -25 16 00 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 155               ;Sgr  ;18 02 10.9 -29 47 04 ;IR   ;OC?? ;    4.80;      ;      ;       ;                                                                                                           ;
Ryu 156               ;Sgr  ;18 01 58.3 -29 37 55 ;IR   ;OC?? ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 157               ;Oph  ;17 27 07.3 -24 51 18 ;IR   ;OC?? ;    5.40;      ;      ;       ;                                                                                                           ;
Ryu 158               ;Oph  ;17 28 48.4 -24 36 55 ;IR   ;OC?? ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 159               ;Oph  ;17 42 48.1 -26 22 58 ;IR   ;OC?? ;    4.80;      ;      ;       ;                                                                                                           ;
Ryu 16                ;Nor  ;16 21 48.8 -55 08 22 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 160               ;Sgr  ;18 10 34.1 -29 52 20 ;IR   ;OC?? ;    4.20;      ;      ;       ;                                                                                                           ;
Ryu 161               ;Oph  ;17 33 30.7 -24 40 51 ;IR   ;OC?? ;    4.20;      ;      ;       ;                                                                                                           ;
Ryu 162               ;Oph  ;17 39 43.2 -24 43 53 ;IR   ;OC?? ;    5.40;      ;      ;       ;                                                                                                           ;
Ryu 163               ;Sgr  ;17 47 44.9 -25 17 03 ;IR   ;OC?? ;    5.40;      ;      ;       ;                                                                                                           ;
Ryu 164               ;Sgr  ;18 01 04.1 -26 57 13 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 165               ;Oph  ;17 34 17.1 -22 25 53 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 166               ;Sgr  ;18 03 48.7 -26 20 07 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 167               ;Sgr  ;18 05 18.7 -26 22 21 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 169               ;Sgr  ;17 53 01.6 -23 29 18 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 170               ;Sgr  ;18 06 45.5 -24 23 34 ;IR   ;OC?? ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 171               ;Sgr  ;18 07 02.8 -23 40 21 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 172               ;Sgr  ;17 54 26.3 -21 49 42 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 173               ;Sgr  ;17 54 12.3 -21 44 31 ;IR   ;OC?? ;    3.20;      ;      ;       ;                                                                                                           ;
Ryu 174               ;Sgr  ;17 44 45.6 -20 23 47 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 175               ;Sgr  ;18 09 06.6 -23 26 33 ;IR   ;OC?? ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 176               ;Sgr  ;18 07 28.0 -23 05 00 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 177               ;Sgr  ;17 55 52.9 -21 31 54 ;IR   ;OC?? ;    5.00;      ;      ;       ;                                                                                                           ;
Ryu 178               ;Sgr  ;18 00 13.7 -21 50 58 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 179               ;Sgr  ;18 05 13.7 -22 01 54 ;IR   ;OC?? ;    4.00;      ;      ;       ;                                                                                                           ;
Ryu 18                ;Nor  ;15 59 14.2 -50 17 03 ;IR   ;OC?? ;    4.20;      ;      ;       ;                                                                                                           ;
Ryu 180               ;Sgr  ;17 46 08.9 -18 31 27 ;IR   ;OC?? ;    3.00;      ;      ;       ;                                                                                                           ;
Ryu 181               ;Sgr  ;18 07 05.8 -21 19 16 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 182               ;Sgr  ;17 48 31.5 -18 33 19 ;IR   ;OC?? ;    5.40;      ;      ;       ;                                                                                                           ;
Ryu 183               ;Sgr  ;18 01 00.6 -20 10 44 ;IR   ;OC?? ;    6.80;      ;      ;       ;                                                                                                           ;
Ryu 184               ;Sgr  ;18 18 25.8 -22 03 03 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 185               ;Sgr  ;18 10 16.8 -20 43 39 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 186               ;Sgr  ;18 10 40.2 -20 44 51 ;IR   ;OC?? ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 187               ;Sgr  ;18 10 22.1 -20 40 50 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 188               ;Sgr  ;17 52 17.6 -18 04 34 ;IR   ;OC?? ;    3.20;      ;      ;       ;                                                                                                           ;
Ryu 189               ;Sgr  ;18 26 15.8 -22 14 14 ;IR   ;OC?? ;    3.80;      ;      ;       ;                                                                                                           ;
Ryu 19                ;Nor  ;16 21 40.2 -53 39 28 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 191               ;Sgr  ;17 48 29.3 -16 54 23 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 192               ;Sgr  ;18 24 11.8 -21 15 32 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 193               ;Sgr  ;17 56 37.7 -17 39 58 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 194               ;Sgr  ;18 00 31.7 -18 10 51 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 195               ;Sgr  ;18 17 57.9 -20 21 23 ;IR   ;OC?? ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 196               ;Sgr  ;18 12 38.7 -19 33 17 ;IR   ;OC?? ;    4.20;      ;      ;       ;                                                                                                           ;
Ryu 197               ;Sgr  ;18 18 51.6 -20 16 24 ;IR   ;OC?? ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 198               ;Sgr  ;18 04 10.2 -18 16 23 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 199               ;Sgr  ;18 31 32.8 -21 39 05 ;IR   ;OC?? ;    5.80;      ;      ;       ;                                                                                                           ;
Ryu 20                ;Nor  ;16 27 42.1 -53 20 02 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 200               ;Sgr  ;17 57 21.0 -16 52 05 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 202               ;Sgr  ;18 32 32.6 -20 35 13 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 204               ;Sgr  ;18 20 50.6 -18 45 00 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 205               ;Ser  ;17 59 16.9 -15 44 29 ;IR   ;OC?? ;    5.80;      ;      ;       ;                                                                                                           ;
Ryu 206               ;Sgr  ;18 23 50.9 -18 54 43 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 207               ;Ser  ;18 01 54.2 -15 48 54 ;IR   ;OC?? ;    3.20;      ;      ;       ;                                                                                                           ;
Ryu 208               ;Ser  ;17 57 04.3 -15 08 24 ;IR   ;OC?? ;    4.60;      ;      ;       ;                                                                                                           ;
Ryu 209               ;Ser  ;17 58 16.0 -14 44 21 ;IR   ;OC?? ;    3.20;      ;      ;       ;                                                                                                           ;
Ryu 21                ;Nor  ;16 06 59.7 -50 01 04 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 210               ;Sgr  ;18 17 18.9 -16 56 02 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 211               ;Ser  ;18 11 32.3 -15 51 15 ;IR   ;OC?? ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 213               ;Sgr  ;18 35 40.4 -18 36 40 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 214               ;Ser  ;18 16 16.6 -15 46 54 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 215               ;Sgr  ;18 26 55.2 -16 50 30 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 216               ;Ser  ;18 10 26.2 -14 28 48 ;IR   ;OC?? ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 217               ;Sgr  ;18 32 47.9 -17 15 07 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 219               ;Sgr  ;18 35 04.8 -17 10 32 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 22                ;Ara  ;16 39 34.6 -54 48 26 ;IR   ;OC?  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 220               ;Ser  ;18 04 59.0 -12 51 11 ;IR   ;OC?? ;    3.00;      ;      ;       ;                                                                                                           ;
Ryu 222               ;Ser  ;18 19 04.2 -13 53 31 ;IR   ;OC?? ;    5.80;      ;      ;       ;                                                                                                           ;
Ryu 223               ;Ser  ;18 20 09.3 -13 50 59 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 226               ;Ser  ;18 03 27.0 -11 17 46 ;IR   ;OC?? ;    4.40;      ;      ;       ;                                                                                                           ;
Ryu 227               ;Ser  ;18 15 56.3 -12 22 13 ;IR   ;OC?? ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 228               ;Ser  ;18 15 07.1 -12 03 22 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 229               ;Ser  ;18 17 00.5 -12 12 24 ;IR   ;OC?? ;    4.80;      ;      ;       ;                                                                                                           ;
Ryu 23                ;Nor  ;16 18 23.8 -51 46 39 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 230               ;Ser  ;18 11 12.0 -11 03 11 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 231               ;Sct  ;18 41 12.5 -14 50 22 ;IR   ;***  ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 232               ;Sct  ;18 32 37.9 -13 26 30 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 233               ;Sct  ;18 37 28.9 -13 55 51 ;IR   ;***  ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 234               ;Sct  ;18 32 15.5 -12 46 17 ;IR   ;***  ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 235               ;Ser  ;18 09 09.8 -09 38 34 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 236               ;Ser  ;18 17 18.3 -10 37 24 ;IR   ;OC?? ;    4.20;      ;      ;       ;                                                                                                           ;
Ryu 237               ;Sct  ;18 39 00.3 -13 04 40 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 238               ;Sct  ;18 43 24.5 -13 20 51 ;IR   ;***  ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 239               ;Sct  ;18 36 42.3 -12 24 05 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 24                ;Nor  ;16 16 55.4 -51 32 10 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 242               ;Sct  ;18 37 10.5 -11 52 17 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 243               ;Sct  ;18 43 06.7 -11 29 01 ;IR   ;OC?? ;    5.80;      ;      ;       ;                                                                                                           ;
Ryu 244               ;Sct  ;18 31 28.8 -09 22 47 ;IR   ;***  ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 245               ;Sct  ;18 37 46.9 -10 01 43 ;IR   ;***  ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 246               ;Sct  ;18 33 15.3 -09 23 07 ;IR   ;***  ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 248               ;Sct  ;18 32 49.7 -08 13 25 ;IR   ;***  ;    4.40;      ;      ;       ;                                                                                                           ;
Ryu 249               ;Sct  ;18 33 24.6 -07 26 30 ;IR   ;***  ;    5.00;      ;      ;       ;                                                                                                           ;
Ryu 250               ;Sct  ;18 25 16.3 -05 41 17 ;IR   ;***  ;    3.20;      ;      ;       ;                                                                                                           ;
Ryu 251               ;Sct  ;18 51 19.4 -08 30 08 ;IR   ;OC?? ;    4.40;      ;      ;       ;                                                                                                           ;
Ryu 252               ;Sct  ;18 34 04.6 -06 18 08 ;IR   ;***  ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 253               ;Sct  ;18 28 46.1 -05 06 36 ;IR   ;***  ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 254               ;Sct  ;18 52 53.5 -08 06 49 ;IR   ;OC?? ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 255               ;Sct  ;18 37 13.3 -06 00 31 ;IR   ;OC?? ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 256               ;Sct  ;18 57 26.2 -08 31 10 ;IR   ;OC?? ;    9.40;      ;      ;       ;                                                                                                           ;
Ryu 257               ;Sct  ;18 46 34.6 -06 51 54 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 258               ;Sct  ;18 58 39.5 -07 42 02 ;IR   ;OC?? ;    6.20;      ;      ;       ;                                                                                                           ;
Ryu 259               ;Sct  ;18 40 35.4 -05 11 22 ;IR   ;***  ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 26                ;Nor  ;16 29 28.7 -53 08 59 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 260               ;Sct  ;18 58 06.5 -07 19 51 ;IR   ;***  ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 261               ;Sct  ;18 50 19.7 -06 16 50 ;IR   ;***  ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 262               ;Sct  ;18 53 18.0 -06 23 40 ;IR   ;***  ;    2.80;      ;      ;       ;                                                                                                           ;
Ryu 264               ;Sct  ;18 47 32.0 -05 22 30 ;IR   ;***  ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 266               ;Ser  ;18 31 23.6 -02 19 59 ;IR   ;OC?? ;    4.40;      ;      ;       ;                                                                                                           ;
Ryu 267               ;Ser  ;18 31 17.4 -02 10 50 ;IR   ;OC?? ;    6.80;      ;      ;       ;                                                                                                           ;
Ryu 269               ;Aql  ;18 48 46.5 -02 28 17 ;IR   ;***  ;    3.00;      ;      ;       ;                                                                                                           ;
Ryu 270               ;Nor  ;16 02 40.8 -53 10 35 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 274               ;Nor  ;15 58 45.9 -51 51 47 ;IR   ;OC?? ;    8.80;      ;      ;       ;                                                                                                           ;
Ryu 275               ;Nor  ;16 03 01.8 -52 26 30 ;IR   ;OC?? ;    0.80;      ;      ;       ;                                                                                                           ;
Ryu 277               ;Nor  ;16 15 50.3 -54 13 29 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 278               ;Nor  ;16 31 17.0 -56 07 15 ;IR   ;OC?? ;    1.00;      ;      ;       ;                                                                                                           ;
Ryu 280               ;Nor  ;15 56 00.6 -50 13 03 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 281               ;Nor  ;16 23 41.5 -54 36 30 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 282               ;Nor  ;16 16 11.5 -53 04 58 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 284               ;Nor  ;16 10 56.6 -51 58 30 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 285               ;Nor  ;16 08 30.8 -51 04 58 ;IR   ;OC?? ;    5.20;      ;      ;       ;                                                                                                           ;
Ryu 286               ;Nor  ;16 11 57.9 -51 36 54 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 287               ;Nor  ;15 58 39.7 -49 09 44 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 29                ;Nor  ;16 05 32.9 -49 01 41 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 293               ;Nor  ;16 04 35.1 -49 26 33 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 296               ;Nor  ;16 21 46.7 -52 03 48 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 297               ;Nor  ;16 17 59.8 -51 26 04 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 299               ;Nor  ;16 14 22.6 -50 21 31 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 30                ;Nor  ;16 28 40.7 -52 41 54 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 300               ;Ara  ;16 36 32.1 -53 37 43 ;IR   ;OC?  ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 301               ;Nor  ;16 19 47.1 -50 57 44 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 302               ;Nor  ;16 14 28.1 -50 03 43 ;IR   ;OC?? ;    3.00;      ;      ;       ;                                                                                                           ;
Ryu 303               ;Nor  ;16 08 06.4 -48 42 58 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 305               ;Nor  ;16 10 13.7 -48 29 19 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 306               ;Ara  ;16 38 33.9 -52 24 50 ;IR   ;***  ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 307               ;Nor  ;16 10 16.6 -47 40 27 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 308               ;Ara  ;16 41 26.7 -52 18 59 ;IR   ;***  ;    3.60;      ;      ;       ;                                                                                                           ;
Ryu 309               ;Nor  ;16 22 15.7 -49 11 46 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 31                ;Nor  ;16 13 27.3 -49 53 14 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 310               ;Nor  ;16 34 27.1 -50 53 38 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 311               ;Ara  ;16 43 47.2 -52 00 20 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 312               ;Nor  ;16 21 07.5 -48 36 40 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 314               ;Nor  ;16 12 22.6 -46 24 18 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 315               ;Nor  ;16 29 43.9 -49 11 03 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 316               ;Ara  ;16 44 40.4 -51 08 13 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 319               ;Ara  ;16 44 22.5 -50 44 08 ;IR   ;OC?  ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 32                ;Nor  ;16 08 10.5 -48 40 07 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 321               ;Nor  ;16 29 03.6 -47 46 24 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 322               ;Nor  ;16 18 24.2 -45 51 15 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 323               ;Ara  ;16 44 44.9 -49 53 54 ;IR   ;OC?  ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 324               ;Nor  ;16 21 46.0 -46 18 27 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 326               ;Nor  ;16 30 58.7 -47 27 46 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 328               ;Nor  ;16 21 31.2 -44 52 31 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 329               ;Nor  ;16 27 25.6 -45 20 38 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 33                ;Nor  ;16 03 44.7 -47 49 50 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 330               ;Ara  ;16 52 44.5 -48 52 59 ;IR   ;***  ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 331               ;Nor  ;16 21 17.6 -43 32 43 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 333               ;Ara  ;16 38 05.6 -45 59 43 ;IR   ;***  ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 334               ;Nor  ;16 26 54.1 -43 47 54 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 336               ;Nor  ;16 31 34.2 -44 10 36 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 337               ;Nor  ;16 33 10.5 -44 15 00 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 338               ;Ara  ;16 46 24.0 -46 16 09 ;IR   ;OC?  ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 34                ;Nor  ;16 20 25.0 -50 42 47 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 340               ;Ara  ;16 50 51.6 -46 46 56 ;IR   ;***  ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 342               ;Sco  ;16 37 27.0 -44 33 48 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 343               ;Sco  ;16 41 40.3 -44 57 34 ;IR   ;OC?? ;    4.40;      ;      ;       ;                                                                                                           ;
Ryu 344               ;Sco  ;16 43 22.6 -44 33 01 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 346               ;Ara  ;17 03 37.7 -46 28 50 ;IR   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 348               ;Sco  ;16 49 02.0 -44 17 07 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 349               ;Sco  ;16 55 05.3 -45 09 42 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 35                ;Nor  ;16 14 33.6 -49 43 43 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 350               ;Ara  ;17 00 27.5 -45 54 01 ;IR   ;OC?  ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 351               ;Sco  ;16 52 43.0 -44 26 47 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 353               ;Ara  ;17 12 23.1 -46 42 09 ;IR   ;***  ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 354               ;Sco  ;17 03 35.9 -45 18 19 ;IR   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Ryu 355               ;Ara  ;17 11 12.0 -46 07 04 ;IR   ;***  ;    6.60;      ;      ;       ;                                                                                                           ;
Ryu 357               ;Sco  ;16 46 43.2 -41 52 37 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 358               ;Sco  ;16 45 10.4 -41 34 05 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 360               ;Sco  ;17 06 56.7 -44 26 05 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 361               ;Sco  ;16 57 48.5 -43 04 34 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 362               ;Sco  ;16 40 17.6 -40 16 29 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 363               ;Sco  ;16 42 03.0 -40 26 19 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 365               ;Sco  ;17 04 00.2 -43 37 24 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 366               ;Sco  ;16 53 43.2 -42 04 48 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 367               ;Sco  ;17 01 18.1 -43 10 05 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 368               ;Sco  ;16 57 15.7 -42 30 27 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 369               ;Sco  ;16 43 27.7 -40 20 57 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 37                ;Nor  ;16 13 57.2 -49 31 23 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 371               ;Sco  ;17 12 23.9 -44 24 23 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 372               ;Sco  ;17 02 05.1 -42 34 36 ;IR   ;OC?? ;    4.20;      ;      ;       ;                                                                                                           ;
Ryu 373               ;Sco  ;16 47 45.1 -40 23 57 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 374               ;Sco  ;16 52 40.0 -40 51 45 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 375               ;Sco  ;17 03 55.6 -42 19 06 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 376               ;Sco  ;16 54 55.5 -40 47 48 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 377               ;Sco  ;16 52 10.6 -40 04 02 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 38                ;Nor  ;16 15 46.7 -49 47 57 ;IR   ;OC?? ;    4.80;      ;      ;       ;                                                                                                           ;
Ryu 381               ;Sco  ;16 54 59.5 -39 56 24 ;IR   ;OC?? ;    4.60;      ;      ;       ;                                                                                                           ;
Ryu 382               ;Sco  ;17 19 03.1 -43 16 37 ;IR   ;OC?? ;    3.40;      ;      ;       ;                                                                                                           ;
Ryu 385               ;Sco  ;17 15 13.0 -42 18 18 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
