name                       RA_ICRS            DE_ICRS         Diam    
Car_III                   114.62980000   -57.8997000          3.8    
Cartes_du_Ciel_1           84.31541667    -0.2666667         58.0    
Caucal_1                  337.62500000   +52.0786111         32.0    
Ced_110_Cl                166.77424180   -77.4147593         12.0    
Cen_I                     189.58500000   -40.9020000          2.9    
Cep_B                     344.16787500   +62.7017220         10.0    
Cesar_1                    29.31250000   +63.3430556         32.0    
Cha_I_North               167.43666670   -76.5783333         29.0    
Cha_I_SW                  148.16208330   -79.4661111         44.0    
Cha_I_South               167.00833330   -77.6488889         27.0    
ChaoJie-Hao-1              51.78          45.14              10.8    
ChaoJie-Hao-10             81.94          33.28               4.8    
ChaoJie-Hao-11            127.86         -47.99               8.4    
ChaoJie-Hao-12            167.12         -58.74              10.8    
ChaoJie-Hao-13            274.21          10.79              20.4    
ChaoJie-Hao-14            302.38          38.29               3.6    
ChaoJie-Hao-15            317.62          46.81               9.6    
ChaoJie-Hao-16            318.35          46.29              13.2    
ChaoJie-Hao-2              80.11          33.26               9.6    
ChaoJie-Hao-3              80.14          33.41               9.6    
ChaoJie-Hao-4              80.25          33.83               7.2    
ChaoJie-Hao-5              80.37          33.39               6.0    
ChaoJie-Hao-6              80.54          33.83               8.4    
ChaoJie-Hao-7              80.57          35.42              10.8    
ChaoJie-Hao-8              80.57          33.79               4.8    
ChaoJie-Hao-9              80.78          33.09              10.8    
Clusterix_1               114.29413260   -15.6700181         17.8    
Col_I                      82.85700000   -28.0425000          2.2    
Collinder_104              99.11200000    +4.7730000          6.6    
Collinder_106              99.27800000    +6.0020000         22.3    
Collinder_110              99.67700000    +2.0690000         18.8    
Collinder_115             101.65900000    +1.7760000         10.4    
Collinder_121             103.64208330   -24.3250000         57.0    
Collinder_140             110.88200000   -31.9660000         68.2    
Collinder_185             125.83300000   -36.3490000         15.0    
Collinder_187             126.05100000   -29.1700000          6.0    
Collinder_197             131.20200000   -41.2800000         18.0    
Collinder_205             135.11900000   -48.9840000          5.6    
Collinder_213             148.68000000   -50.9250000         12.0    
Collinder_220             156.42900000   -57.9220000         13.1    
Collinder_223             157.64200000   -59.8550000          8.4    
Collinder_228             160.98300000   -60.0870000         16.8    
Collinder_232             161.14481540   -59.5556744         41.6    
Collinder_234               161.304167    -59.746389          3.0    
Collinder_236             164.34000000   -61.1200000         15.0    
Collinder_258             186.79800000   -60.7670000         15.4    
Collinder_261             189.51900000   -68.3770000         13.0    
Collinder_268             199.54300000   -67.0790000          9.6    
Collinder_269             200.99200000   -66.2040000         16.4    
Collinder_271             202.45300000   -64.1990000          5.9    
Collinder_272             202.58600000   -61.3190000         15.2    
Collinder_275             203.63208300   -60.2130560         15.0    
Collinder_277             207.05800000   -66.0660000         16.9    
Collinder_292             237.41000000   -57.5940000         11.4    
Collinder_307             248.79200000   -50.9900000          7.6    
Collinder_33               44.81500000   +60.3000000         10.8    
Collinder_333             262.90500000   -34.0100000          9.0    
Collinder_338             264.48300000   -37.6570000         29.0    
Collinder_34               44.93465900   +60.3791550         19.6    
Collinder_347             266.59500000   -29.3250000          9.0    
Collinder_350             267.01800000    +1.5250000         94.3    
Collinder_351             267.25900000   -28.7450000         11.2    
Collinder_367             272.40700000   -23.7000000         33.5    
Collinder_394             283.09200000   -20.2290000         23.5    
Collinder_404             295.61666700   +23.0877780          1.1    
Collinder_416             302.90500000   +26.5320000         14.9    
Collinder_419             304.53400000   +40.7320000          7.0    
Collinder_421             305.82900000   +41.7010000         17.2    
Collinder_428             315.76800000   +44.5600000          8.4    
Collinder_463              27.03100000   +71.7380000         73.0    
Collinder_465             106.71000000   -10.5200000          9.0    
Collinder_466             106.73400000   -10.7200000          6.6    
Collinder_469             274.14300000   -18.3090000          3.5    
Collinder_68               82.85402030   +34.2420944          3.0    
Collinder_74               87.17000000    +7.3740000          7.6    
Collinder_95               97.78800000    +9.8940000         20.5    
Collinder_97               97.78916700    +5.7900000         29.0    
Com_I                     186.74580000   +23.9076000          5.9    
Coronet                   285.28965130   -36.9401613         52.8    
Czernik_1                   1.90600000   +61.4760000          2.9    
Czernik_10                 38.48300000   +60.1670000          2.8    
Czernik_11                 39.14400000   +59.6340000          7.2    
Czernik_12                 39.85300000   +54.9220000          5.6    
Czernik_13                 41.10600000   +62.3270000          6.0    
Czernik_14                 49.26200000   +58.6120000          3.2    
Czernik_15                 50.78100000   +52.2230000         13.3    
Czernik_16                 52.75400000   +52.6120000          6.8    
Czernik_17                 58.10500000   +61.9600000          4.8    
Czernik_18                 66.96300000   +30.9360000          6.1    
Czernik_19                 74.25800000   +28.7630000          9.1    
Czernik_2                  10.95200000   +60.1970000         10.2    
Czernik_20                 80.12900000   +39.5450000          3.8    
Czernik_21                 81.67100000   +36.0130000          6.4    
Czernik_23                 87.52500000   +28.8980000          6.0    
Czernik_24                 88.84800000   +20.8760000          5.4    
Czernik_25                 93.43200000    +6.9530000          6.7    
Czernik_26                 97.75400000    -4.1830000          2.3    
Czernik_27                105.83000000    +6.3820000          2.9    
Czernik_29                112.10000000   -15.3850000          7.1    
Czernik_3                  15.78000000   +62.7870000          1.7    
Czernik_30                112.79600000    -9.9450000          3.6    
Czernik_31                114.23800000   -20.5150000          4.6    
Czernik_32                117.62000000   -29.8530000          4.3    
Czernik_37                268.32000000   -27.3730000          4.7    
Czernik_38                282.45100000    +4.9650000          4.9    
Czernik_39                286.92600000    +4.3370000          3.8    
Czernik_4                  23.90200000   +61.4630000          4.8    
Czernik_40                295.66100000   +21.1450000          9.4    
Czernik_41                297.75400000   +25.2900000         10.0    
Czernik_42                339.89600000   +59.9080000          3.2    
