Name                     ; Reference           ;E(B-V);  log_t
Theia 4503               ; Theia II            ; 0.255;  8.60
Theia 4504               ; Theia II            ; 0.619;  8.60
Theia 4505               ; Theia II            ; 0.574;  8.60
Theia 4506               ; Theia II            ; 0.497;  8.60
Theia 4507               ; Theia II            ; 0.323;  8.60
Theia 4508               ; Theia II            ; 0.794;  8.60
Theia 4509               ; Theia II            ; 0.726;  8.60
Theia 451                ; 2019AJ....158..122K ;      ;  8.29 
Theia 451                ; Theia II            ; 0.110;  8.22
Theia 4510               ; Theia II            ; 0.987;  8.60
Theia 4511               ; Theia II            ; 0.835;  8.61
Theia 4512               ; Theia II            ; 0.368;  8.61
Theia 4513               ; Theia II            ; 0.323;  8.61
Theia 4514               ; Theia II            ; 0.606;  8.61
Theia 4515               ; Theia II            ; 0.258;  8.61
Theia 4516               ; Theia II            ; 0.342;  8.61
Theia 4517               ; Theia II            ; 0.765;  8.61
Theia 4518               ; Theia II            ; 0.377;  8.61
Theia 4519               ; Theia II            ; 0.284;  8.61
Theia 452                ; 2019AJ....158..122K ;      ;  8.23 
Theia 452                ; Theia II            ; 0.135;  7.98
Theia 4520               ; Theia II            ; 0.652;  8.61
Theia 4521               ; Theia II            ; 0.545;  8.61
Theia 4522               ; Theia II            ; 0.248;  8.61
Theia 4523               ; Theia II            ; 0.229;  8.61
Theia 4524               ; Theia II            ; 1.045;  8.61
Theia 4525               ; Theia II            ; 0.661;  8.61
Theia 4526               ; Theia II            ; 0.261;  8.61
Theia 4527               ; Theia II            ; 0.413;  8.61
Theia 4528               ; Theia II            ; 0.948;  8.61
Theia 4529               ; Theia II            ; 0.603;  8.61
Theia 453                ; 2019AJ....158..122K ;      ;  8.24 
Theia 453                ; Theia II            ; 0.181;  7.94
Theia 4530               ; Theia II            ; 0.597;  8.61
Theia 4531               ; Theia II            ; 0.377;  8.61
Theia 4532               ; Theia II            ; 0.774;  8.61
Theia 4533               ; Theia II            ; 0.639;  8.61
Theia 4534               ; Theia II            ; 0.861;  8.61
Theia 4535               ; Theia II            ; 0.381;  8.61
Theia 4536               ; Theia II            ; 0.677;  8.61
Theia 4537               ; Theia II            ; 0.668;  8.61
Theia 4538               ; Theia II            ; 0.668;  8.61
Theia 4539               ; Theia II            ; 0.574;  8.61
Theia 454                ; 2019AJ....158..122K ;      ;  8.22 
Theia 454                ; Theia II            ; 0.148;  8.27
Theia 4540               ; Theia II            ; 0.406;  8.61
Theia 4541               ; Theia II            ; 0.465;  8.61
Theia 4542               ; Theia II            ; 0.429;  8.61
Theia 4543               ; Theia II            ; 0.458;  8.61
Theia 4544               ; Theia II            ; 0.594;  8.61
Theia 4545               ; Theia II            ; 0.526;  8.61
Theia 4546               ; Theia II            ; 0.435;  8.61
Theia 4547               ; Theia II            ; 0.284;  8.61
Theia 4548               ; Theia II            ; 0.277;  8.61
Theia 4549               ; Theia II            ; 0.365;  8.62
Theia 455                ; 2019AJ....158..122K ;      ;  8.28 
Theia 455                ; Theia II            ; 0.106;  8.37
Theia 4550               ; Theia II            ; 0.665;  8.62
Theia 4551               ; Theia II            ; 0.319;  8.62
Theia 4552               ; Theia II            ; 0.355;  8.62
Theia 4553               ; Theia II            ; 0.674;  8.62
Theia 4554               ; Theia II            ; 0.858;  8.62
Theia 4555               ; Theia II            ; 0.452;  8.62
Theia 4556               ; Theia II            ; 0.490;  8.62
Theia 4557               ; Theia II            ; 0.755;  8.62
Theia 4558               ; Theia II            ; 0.703;  8.62
Theia 4559               ; Theia II            ; 0.294;  8.62
Theia 456                ; 2019AJ....158..122K ;      ;  8.22 
Theia 456                ; Theia II            ; 0.181;  8.26
Theia 4560               ; Theia II            ; 0.697;  8.62
Theia 4561               ; Theia II            ; 0.400;  8.62
Theia 4562               ; Theia II            ; 0.477;  8.62
Theia 4563               ; Theia II            ; 0.884;  8.62
Theia 4564               ; Theia II            ; 0.403;  8.62
Theia 4565               ; Theia II            ; 0.365;  8.62
Theia 4566               ; Theia II            ; 0.729;  8.62
Theia 4567               ; Theia II            ; 0.458;  8.62
Theia 4568               ; Theia II            ; 0.706;  8.62
Theia 4569               ; Theia II            ; 0.345;  8.62
Theia 457                ; 2019AJ....158..122K ;      ;  8.23 
Theia 457                ; Theia II            ; 0.106;  8.09
Theia 4570               ; Theia II            ; 0.403;  8.62
Theia 4571               ; Theia II            ; 0.458;  8.62
Theia 4572               ; Theia II            ; 0.887;  8.62
Theia 4573               ; Theia II            ; 0.781;  8.62
Theia 4574               ; Theia II            ; 0.865;  8.62
Theia 4575               ; Theia II            ; 0.455;  8.62
Theia 4576               ; Theia II            ; 0.735;  8.62
Theia 4577               ; Theia II            ; 0.800;  8.62
Theia 4578               ; Theia II            ; 0.426;  8.62
Theia 4579               ; Theia II            ; 0.461;  8.62
Theia 458                ; 2019AJ....158..122K ;      ;  8.29 
Theia 458                ; Theia II            ; 0.132;  8.23
Theia 4580               ; Theia II            ; 0.603;  8.62
Theia 4581               ; Theia II            ; 0.871;  8.62
Theia 4582               ; Theia II            ; 0.665;  8.62
Theia 4583               ; Theia II            ; 0.826;  8.62
Theia 4584               ; Theia II            ; 0.284;  8.62
Theia 4585               ; Theia II            ; 0.435;  8.62
Theia 4586               ; Theia II            ; 0.232;  8.62
Theia 4587               ; Theia II            ; 0.287;  8.62
Theia 4588               ; Theia II            ; 0.448;  8.62
Theia 4589               ; Theia II            ; 0.448;  8.62
Theia 459                ; 2019AJ....158..122K ;      ;  8.22 
Theia 459                ; Theia II            ; 0.271;  8.13
Theia 4590               ; Theia II            ; 0.358;  8.62
Theia 4591               ; Theia II            ; 0.394;  8.62
Theia 4592               ; Theia II            ; 0.697;  8.62
Theia 4593               ; Theia II            ; 0.703;  8.62
Theia 4594               ; Theia II            ; 0.558;  8.62
Theia 4595               ; Theia II            ; 0.868;  8.62
Theia 4596               ; Theia II            ; 0.406;  8.63
Theia 4597               ; Theia II            ; 0.342;  8.63
Theia 4598               ; Theia II            ; 0.865;  8.63
Theia 4599               ; Theia II            ; 0.452;  8.63
Theia 46                 ; 2019AJ....158..122K ;      ;  7.29 
Theia 46                 ; Theia II            ; 0.432;  7.50
Theia 460                ; 2019AJ....158..122K ;      ;  8.30 
Theia 460                ; Theia II            ; 0.177;  8.86
Theia 4600               ; Theia II            ; 0.535;  8.63
Theia 4601               ; Theia II            ; 1.016;  8.63
Theia 4602               ; Theia II            ; 0.513;  8.63
Theia 4603               ; Theia II            ; 0.239;  8.63
Theia 4604               ; Theia II            ; 0.526;  8.63
Theia 4605               ; Theia II            ; 0.729;  8.63
Theia 4606               ; Theia II            ; 0.471;  8.63
Theia 4607               ; Theia II            ; 0.239;  8.63
Theia 4608               ; Theia II            ; 0.410;  8.63
Theia 4609               ; Theia II            ; 0.274;  8.63
Theia 461                ; 2019AJ....158..122K ;      ;  8.28 
Theia 461                ; Theia II            ; 0.097;  8.03
Theia 4610               ; Theia II            ; 0.461;  8.63
Theia 4611               ; Theia II            ; 0.545;  8.63
Theia 4612               ; Theia II            ; 0.468;  8.63
Theia 4613               ; Theia II            ; 0.916;  8.63
Theia 4614               ; Theia II            ; 0.516;  8.63
Theia 4615               ; Theia II            ; 0.416;  8.63
Theia 4616               ; Theia II            ; 0.274;  8.63
Theia 4617               ; Theia II            ; 0.810;  8.63
Theia 4618               ; Theia II            ; 0.445;  8.63
Theia 4619               ; Theia II            ; 0.310;  8.63
Theia 462                ; 2019AJ....158..122K ;      ;  8.30 
Theia 462                ; Theia II            ; 0.361;  8.40
Theia 4620               ; Theia II            ; 0.487;  8.63
Theia 4621               ; Theia II            ; 0.523;  8.63
Theia 4622               ; Theia II            ; 0.684;  8.63
Theia 4623               ; Theia II            ; 0.523;  8.63
Theia 4624               ; Theia II            ; 0.345;  8.63
Theia 4625               ; Theia II            ; 0.765;  8.63
Theia 4626               ; Theia II            ; 0.468;  8.63
Theia 4627               ; Theia II            ; 0.574;  8.63
Theia 4628               ; Theia II            ; 0.648;  8.63
Theia 4629               ; Theia II            ; 1.071;  8.63
Theia 463                ; 2019AJ....158..122K ;      ;  8.25 
Theia 463                ; Theia II            ; 0.332;  8.38
Theia 4630               ; Theia II            ; 0.506;  8.63
Theia 4631               ; Theia II            ; 0.416;  8.63
Theia 4632               ; Theia II            ; 0.765;  8.63
Theia 4633               ; Theia II            ; 0.374;  8.63
Theia 4634               ; Theia II            ; 0.465;  8.63
Theia 4635               ; Theia II            ; 0.642;  8.63
Theia 4636               ; Theia II            ; 0.510;  8.63
Theia 4637               ; Theia II            ; 0.248;  8.63
Theia 4638               ; Theia II            ; 0.713;  8.63
Theia 4639               ; Theia II            ; 1.081;  8.63
Theia 464                ; 2019AJ....158..122K ;      ;  8.25 
Theia 464                ; Theia II            ; 0.216;  8.14
Theia 4640               ; Theia II            ; 0.548;  8.63
Theia 4641               ; Theia II            ; 0.419;  8.63
Theia 4642               ; Theia II            ; 0.606;  8.63
Theia 4643               ; Theia II            ; 0.832;  8.63
Theia 4644               ; Theia II            ; 0.503;  8.63
Theia 4645               ; Theia II            ; 1.032;  8.63
Theia 4646               ; Theia II            ; 0.874;  8.63
Theia 4647               ; Theia II            ; 0.865;  8.63
Theia 4648               ; Theia II            ; 0.345;  8.63
Theia 4649               ; Theia II            ; 0.255;  8.64
Theia 465                ; 2019AJ....158..122K ;      ;  8.23 
Theia 465                ; Theia II            ; 0.155;  8.16
Theia 4650               ; Theia II            ; 0.435;  8.64
Theia 4651               ; Theia II            ; 0.635;  8.64
Theia 4652               ; Theia II            ; 0.629;  8.64
Theia 4653               ; Theia II            ; 1.048;  8.64
Theia 4654               ; Theia II            ; 0.639;  8.64
Theia 4655               ; Theia II            ; 0.752;  8.64
Theia 4656               ; Theia II            ; 0.258;  8.64
Theia 4657               ; Theia II            ; 0.448;  8.64
Theia 4658               ; Theia II            ; 0.823;  8.64
Theia 4659               ; Theia II            ; 0.390;  8.64
Theia 466                ; 2019AJ....158..122K ;      ;  8.23 
Theia 466                ; Theia II            ; 0.390;  8.81
Theia 4660               ; Theia II            ; 0.481;  8.64
Theia 4661               ; Theia II            ; 0.419;  8.64
Theia 4662               ; Theia II            ; 0.229;  8.64
Theia 4663               ; Theia II            ; 0.819;  8.64
Theia 4664               ; Theia II            ; 1.100;  8.64
Theia 4665               ; Theia II            ; 0.432;  8.64
Theia 4666               ; Theia II            ; 0.513;  8.64
Theia 4667               ; Theia II            ; 0.487;  8.64
Theia 4668               ; Theia II            ; 0.981;  8.64
Theia 4669               ; Theia II            ; 0.645;  8.64
Theia 467                ; 2019AJ....158..122K ;      ;  8.29 
Theia 467                ; Theia II            ; 0.132;  8.12
Theia 4670               ; Theia II            ; 0.639;  8.64
Theia 4671               ; Theia II            ; 0.323;  8.64
Theia 4672               ; Theia II            ; 0.439;  8.64
Theia 4673               ; Theia II            ; 0.503;  8.64
Theia 4674               ; Theia II            ; 0.477;  8.64
Theia 4675               ; Theia II            ; 0.600;  8.64
Theia 4676               ; Theia II            ; 0.910;  8.64
Theia 4677               ; Theia II            ; 0.348;  8.64
Theia 4678               ; Theia II            ; 0.697;  8.64
Theia 4679               ; Theia II            ; 0.603;  8.64
Theia 468                ; 2019AJ....158..122K ;      ;  8.25 
Theia 468                ; Theia II            ; 0.152;  8.10
Theia 4680               ; Theia II            ; 0.661;  8.64
Theia 4681               ; Theia II            ; 0.826;  8.64
Theia 4682               ; Theia II            ; 0.361;  8.64
Theia 4683               ; Theia II            ; 0.539;  8.64
Theia 4684               ; Theia II            ; 1.016;  8.64
Theia 4685               ; Theia II            ; 0.671;  8.64
Theia 4686               ; Theia II            ; 0.526;  8.64
Theia 4687               ; Theia II            ; 0.413;  8.64
Theia 4688               ; Theia II            ; 0.355;  8.64
Theia 4689               ; Theia II            ; 0.635;  8.64
Theia 469                ; 2019AJ....158..122K ;      ;  8.23 
Theia 469                ; Theia II            ; 0.116;  8.05
Theia 4690               ; Theia II            ; 0.335;  8.64
Theia 4691               ; Theia II            ; 0.384;  8.64
Theia 4692               ; Theia II            ; 0.400;  8.64
Theia 4693               ; Theia II            ; 0.477;  8.64
Theia 4694               ; Theia II            ; 1.223;  8.64
Theia 4695               ; Theia II            ; 0.387;  8.64
Theia 4696               ; Theia II            ; 0.884;  8.64
Theia 4697               ; Theia II            ; 0.348;  8.64
Theia 4698               ; Theia II            ; 0.816;  8.64
Theia 4699               ; Theia II            ; 0.345;  8.64
Theia 47                 ; 2019AJ....158..122K ;      ;  7.25 
Theia 47                 ; Theia II            ; 0.506;  7.43
Theia 470                ; 2019AJ....158..122K ;      ;  8.20 
Theia 470                ; Theia II            ; 0.165;  8.12
Theia 4700               ; Theia II            ; 0.519;  8.64
Theia 4701               ; Theia II            ; 0.523;  8.65
Theia 4702               ; Theia II            ; 0.900;  8.65
Theia 4703               ; Theia II            ; 0.439;  8.65
Theia 4704               ; Theia II            ; 0.881;  8.65
Theia 4705               ; Theia II            ; 0.235;  8.65
Theia 4706               ; Theia II            ; 0.777;  8.65
Theia 4707               ; Theia II            ; 0.397;  8.65
Theia 4708               ; Theia II            ; 0.558;  8.65
Theia 4709               ; Theia II            ; 0.452;  8.65
Theia 471                ; 2019AJ....158..122K ;      ;  8.29 
Theia 471                ; Theia II            ; 0.448;  8.39
Theia 4710               ; Theia II            ; 1.116;  8.65
Theia 4711               ; Theia II            ; 0.977;  8.65
Theia 4712               ; Theia II            ; 0.532;  8.65
Theia 4713               ; Theia II            ; 0.719;  8.65
Theia 4714               ; Theia II            ; 0.494;  8.65
Theia 4715               ; Theia II            ; 0.403;  8.65
Theia 4716               ; Theia II            ; 0.745;  8.65
Theia 4717               ; Theia II            ; 0.297;  8.65
Theia 4718               ; Theia II            ; 0.565;  8.65
Theia 4719               ; Theia II            ; 0.645;  8.65
Theia 472                ; 2019AJ....158..122K ;      ;  8.30 
Theia 472                ; Theia II            ; 0.213;  8.05
Theia 4720               ; Theia II            ; 0.287;  8.65
Theia 4721               ; Theia II            ; 0.765;  8.65
Theia 4722               ; Theia II            ; 0.529;  8.65
Theia 4723               ; Theia II            ; 0.523;  8.65
Theia 4724               ; Theia II            ; 0.568;  8.65
Theia 4725               ; Theia II            ; 0.758;  8.65
Theia 4726               ; Theia II            ; 0.471;  8.65
Theia 4727               ; Theia II            ; 0.490;  8.65
Theia 4728               ; Theia II            ; 0.465;  8.65
Theia 4729               ; Theia II            ; 0.568;  8.65
Theia 473                ; 2019AJ....158..122K ;      ;  8.24 
Theia 473                ; Theia II            ; 0.187;  8.24
Theia 4730               ; Theia II            ; 0.297;  8.65
Theia 4731               ; Theia II            ; 0.955;  8.65
Theia 4732               ; Theia II            ; 0.732;  8.65
Theia 4733               ; Theia II            ; 0.577;  8.65
Theia 4734               ; Theia II            ; 0.626;  8.65
Theia 4735               ; Theia II            ; 0.429;  8.65
Theia 4736               ; Theia II            ; 0.545;  8.65
Theia 4737               ; Theia II            ; 0.268;  8.65
Theia 4738               ; Theia II            ; 1.216;  8.65
Theia 4739               ; Theia II            ; 0.348;  8.65
Theia 474                ; 2019AJ....158..122K ;      ;  8.29 
Theia 474                ; Theia II            ; 0.190;  8.31
Theia 4740               ; Theia II            ; 1.106;  8.66
Theia 4741               ; Theia II            ; 0.410;  8.66
Theia 4742               ; Theia II            ; 0.335;  8.66
Theia 4743               ; Theia II            ; 0.532;  8.66
Theia 4744               ; Theia II            ; 0.810;  8.66
Theia 4745               ; Theia II            ; 0.242;  8.66
Theia 4746               ; Theia II            ; 0.916;  8.66
Theia 4747               ; Theia II            ; 0.371;  8.66
Theia 4748               ; Theia II            ; 0.448;  8.66
Theia 4749               ; Theia II            ; 0.423;  8.66
Theia 475                ; 2019AJ....158..122K ;      ;  8.24 
Theia 475                ; Theia II            ; 0.284;  8.24
Theia 4750               ; Theia II            ; 0.645;  8.66
Theia 4751               ; Theia II            ; 0.668;  8.66
Theia 4752               ; Theia II            ; 0.506;  8.66
Theia 4753               ; Theia II            ; 0.581;  8.66
Theia 4754               ; Theia II            ; 0.610;  8.66
Theia 4755               ; Theia II            ; 0.584;  8.66
Theia 4756               ; Theia II            ; 0.787;  8.66
Theia 4757               ; Theia II            ; 0.435;  8.66
Theia 4758               ; Theia II            ; 0.590;  8.66
Theia 4759               ; Theia II            ; 0.461;  8.66
Theia 476                ; 2019AJ....158..122K ;      ;  8.24 
Theia 476                ; Theia II            ; 0.094;  8.01
Theia 4760               ; Theia II            ; 0.835;  8.66
Theia 4761               ; Theia II            ; 0.481;  8.66
Theia 4762               ; Theia II            ; 0.845;  8.66
Theia 4763               ; Theia II            ; 0.487;  8.66
Theia 4764               ; Theia II            ; 0.216;  8.66
Theia 4765               ; Theia II            ; 0.874;  8.66
Theia 4766               ; Theia II            ; 0.371;  8.66
Theia 4767               ; Theia II            ; 0.558;  8.66
Theia 4768               ; Theia II            ; 0.539;  8.66
Theia 4769               ; Theia II            ; 0.448;  8.66
Theia 477                ; 2019AJ....158..122K ;      ;  8.29 
Theia 477                ; Theia II            ; 0.252;  8.22
Theia 4770               ; Theia II            ; 0.297;  8.66
Theia 4771               ; Theia II            ; 0.519;  8.66
Theia 4772               ; Theia II            ; 0.329;  8.66
Theia 4773               ; Theia II            ; 0.387;  8.66
Theia 4774               ; Theia II            ; 0.977;  8.66
Theia 4775               ; Theia II            ; 0.258;  8.66
Theia 4776               ; Theia II            ; 0.497;  8.66
Theia 4777               ; Theia II            ; 0.332;  8.66
Theia 4778               ; Theia II            ; 0.448;  8.67
Theia 4779               ; Theia II            ; 0.548;  8.67
Theia 478                ; 2019AJ....158..122K ;      ;  8.20 
Theia 478                ; Theia II            ; 0.148;  8.15
Theia 4780               ; Theia II            ; 0.594;  8.67
Theia 4781               ; Theia II            ; 0.639;  8.67
Theia 4782               ; Theia II            ; 0.310;  8.67
Theia 4783               ; Theia II            ; 0.635;  8.67
Theia 4784               ; Theia II            ; 0.406;  8.67
Theia 4785               ; Theia II            ; 0.465;  8.67
Theia 4786               ; Theia II            ; 0.774;  8.67
Theia 4787               ; Theia II            ; 0.700;  8.67
Theia 4788               ; Theia II            ; 0.774;  8.67
Theia 4789               ; Theia II            ; 0.903;  8.67
Theia 479                ; 2019AJ....158..122K ;      ;  8.28 
Theia 479                ; Theia II            ; 0.423;  8.56
Theia 4790               ; Theia II            ; 0.484;  8.67
Theia 4791               ; Theia II            ; 0.703;  8.67
Theia 4792               ; Theia II            ; 0.397;  8.67
Theia 4793               ; Theia II            ; 0.668;  8.67
Theia 4794               ; Theia II            ; 0.297;  8.67
Theia 4795               ; Theia II            ; 0.765;  8.67
Theia 4796               ; Theia II            ; 0.374;  8.67
Theia 4797               ; Theia II            ; 0.426;  8.67
Theia 4798               ; Theia II            ; 0.555;  8.67
Theia 4799               ; Theia II            ; 0.703;  8.67
Theia 48                 ; 2019AJ....158..122K ;      ;  7.20 
Theia 48                 ; Theia II            ; 0.303;  8.52
Theia 480                ; 2019AJ....158..122K ;      ;  8.27 
Theia 480                ; Theia II            ; 0.284;  8.26
Theia 4800               ; Theia II            ; 0.290;  8.67
Theia 4801               ; Theia II            ; 0.445;  8.67
Theia 4802               ; Theia II            ; 0.794;  8.67
Theia 4803               ; Theia II            ; 0.313;  8.67
Theia 4804               ; Theia II            ; 0.645;  8.67
Theia 4805               ; Theia II            ; 0.226;  8.67
Theia 4806               ; Theia II            ; 0.477;  8.67
Theia 4807               ; Theia II            ; 0.645;  8.67
Theia 4808               ; Theia II            ; 0.355;  8.67
Theia 4809               ; Theia II            ; 0.703;  8.67
Theia 481                ; 2019AJ....158..122K ;      ;  8.20 
Theia 481                ; Theia II            ; 0.284;  8.19
Theia 4810               ; Theia II            ; 0.339;  8.67
Theia 4811               ; Theia II            ; 0.513;  8.67
Theia 4812               ; Theia II            ; 0.384;  8.67
Theia 4813               ; Theia II            ; 0.500;  8.67
Theia 4814               ; Theia II            ; 0.639;  8.67
Theia 4815               ; Theia II            ; 0.352;  8.67
Theia 4816               ; Theia II            ; 0.465;  8.67
Theia 4817               ; Theia II            ; 0.726;  8.67
Theia 4818               ; Theia II            ; 0.565;  8.67
Theia 4819               ; Theia II            ; 0.216;  8.67
Theia 482                ; 2019AJ....158..122K ;      ;  8.20 
Theia 482                ; Theia II            ; 0.203;  8.14
Theia 4820               ; Theia II            ; 0.832;  8.67
Theia 4821               ; Theia II            ; 0.371;  8.67
Theia 4822               ; Theia II            ; 0.648;  8.67
Theia 4823               ; Theia II            ; 0.626;  8.67
Theia 4824               ; Theia II            ; 0.590;  8.67
Theia 4825               ; Theia II            ; 0.529;  8.68
Theia 4826               ; Theia II            ; 0.542;  8.68
Theia 4827               ; Theia II            ; 0.381;  8.68
Theia 4828               ; Theia II            ; 0.255;  8.68
Theia 4829               ; Theia II            ; 0.968;  8.68
Theia 483                ; 2019AJ....158..122K ;      ;  8.23 
Theia 483                ; Theia II            ; 0.203;  8.48
Theia 4830               ; Theia II            ; 0.642;  8.68
Theia 4831               ; Theia II            ; 0.439;  8.68
Theia 4832               ; Theia II            ; 0.597;  8.68
Theia 4833               ; Theia II            ; 0.671;  8.68
Theia 4834               ; Theia II            ; 0.423;  8.68
Theia 4835               ; Theia II            ; 0.435;  8.68
Theia 4836               ; Theia II            ; 0.368;  8.68
Theia 4837               ; Theia II            ; 0.742;  8.68
Theia 4838               ; Theia II            ; 0.803;  8.68
Theia 4839               ; Theia II            ; 0.539;  8.68
Theia 484                ; 2019AJ....158..122K ;      ;  8.21 
Theia 484                ; Theia II            ; 0.106;  8.04
Theia 4840               ; Theia II            ; 0.474;  8.68
Theia 4841               ; Theia II            ; 0.374;  8.68
Theia 4842               ; Theia II            ; 0.555;  8.68
Theia 4843               ; Theia II            ; 0.300;  8.68
Theia 4844               ; Theia II            ; 0.587;  8.68
Theia 4845               ; Theia II            ; 0.810;  8.68
Theia 4846               ; Theia II            ; 0.394;  8.68
Theia 4847               ; Theia II            ; 0.500;  8.68
Theia 4848               ; Theia II            ; 0.277;  8.68
Theia 4849               ; Theia II            ; 0.323;  8.68
Theia 485                ; 2019AJ....158..122K ;      ;  8.29 
Theia 485                ; Theia II            ; 0.226;  8.51
Theia 4850               ; Theia II            ; 0.658;  8.68
Theia 4851               ; Theia II            ; 0.577;  8.68
Theia 4852               ; Theia II            ; 0.590;  8.68
Theia 4853               ; Theia II            ; 0.568;  8.68
Theia 4854               ; Theia II            ; 0.448;  8.68
Theia 4855               ; Theia II            ; 0.794;  8.68
Theia 4856               ; Theia II            ; 0.345;  8.68
Theia 4857               ; Theia II            ; 1.355;  8.68
Theia 4858               ; Theia II            ; 0.713;  8.68
Theia 4859               ; Theia II            ; 0.568;  8.68
Theia 486                ; 2019AJ....158..122K ;      ;  8.30 
Theia 486                ; Theia II            ; 0.216;  8.15
Theia 4860               ; Theia II            ; 0.413;  8.68
Theia 4861               ; Theia II            ; 0.558;  8.68
Theia 4862               ; Theia II            ; 0.368;  8.68
Theia 4863               ; Theia II            ; 0.584;  8.68
Theia 4864               ; Theia II            ; 0.568;  8.68
Theia 4865               ; Theia II            ; 0.177;  8.68
Theia 4866               ; Theia II            ; 0.377;  8.68
Theia 4867               ; Theia II            ; 0.716;  8.69
Theia 4868               ; Theia II            ; 0.506;  8.69
Theia 4869               ; Theia II            ; 0.481;  8.69
Theia 487                ; 2019AJ....158..122K ;      ;  8.23 
Theia 487                ; Theia II            ; 0.235;  8.24
Theia 4870               ; Theia II            ; 0.819;  8.69
Theia 4871               ; Theia II            ; 0.629;  8.69
Theia 4872               ; Theia II            ; 0.803;  8.69
Theia 4873               ; Theia II            ; 0.606;  8.69
Theia 4874               ; Theia II            ; 0.590;  8.69
Theia 4875               ; Theia II            ; 0.784;  8.69
Theia 4876               ; Theia II            ; 1.010;  8.69
Theia 4877               ; Theia II            ; 0.252;  8.69
Theia 4878               ; Theia II            ; 0.526;  8.69
Theia 4879               ; Theia II            ; 0.394;  8.69
Theia 488                ; 2019AJ....158..122K ;      ;  8.28 
Theia 488                ; Theia II            ; 0.300;  8.51
Theia 4880               ; Theia II            ; 0.548;  8.69
Theia 4881               ; Theia II            ; 0.471;  8.69
Theia 4882               ; Theia II            ; 0.342;  8.69
Theia 4883               ; Theia II            ; 0.719;  8.69
Theia 4884               ; Theia II            ; 0.965;  8.69
Theia 4885               ; Theia II            ; 0.300;  8.69
Theia 4886               ; Theia II            ; 0.748;  8.69
Theia 4887               ; Theia II            ; 0.406;  8.69
Theia 4888               ; Theia II            ; 0.468;  8.69
Theia 4889               ; Theia II            ; 0.490;  8.69
Theia 489                ; 2019AJ....158..122K ;      ;  8.23 
Theia 4890               ; Theia II            ; 0.600;  8.69
Theia 4891               ; Theia II            ; 0.532;  8.69
Theia 4892               ; Theia II            ; 0.313;  8.69
Theia 4893               ; Theia II            ; 0.490;  8.69
Theia 4894               ; Theia II            ; 0.458;  8.69
Theia 4895               ; Theia II            ; 0.248;  8.69
Theia 4896               ; Theia II            ; 0.494;  8.69
Theia 4897               ; Theia II            ; 0.435;  8.69
Theia 4898               ; Theia II            ; 0.526;  8.69
Theia 4899               ; Theia II            ; 0.700;  8.69
Theia 49                 ; 2019AJ....158..122K ;      ;  7.25 
Theia 49                 ; Theia II            ; 0.468;  8.36
Theia 490                ; 2019AJ....158..122K ;      ;  8.24 
Theia 490                ; Theia II            ; 0.210;  8.61
Theia 4900               ; Theia II            ; 0.961;  8.69
Theia 4901               ; Theia II            ; 0.455;  8.69
Theia 4902               ; Theia II            ; 0.316;  8.69
Theia 4903               ; Theia II            ; 0.226;  8.69
Theia 4904               ; Theia II            ; 0.365;  8.69
Theia 4905               ; Theia II            ; 0.303;  8.69
Theia 4906               ; Theia II            ; 0.516;  8.69
Theia 4907               ; Theia II            ; 0.261;  8.69
Theia 4908               ; Theia II            ; 0.681;  8.69
Theia 4909               ; Theia II            ; 0.555;  8.69
Theia 491                ; 2019AJ....158..122K ;      ;  8.29 
Theia 491                ; Theia II            ; 0.513;  8.14
Theia 4910               ; Theia II            ; 1.113;  8.69
Theia 4911               ; Theia II            ; 0.635;  8.69
Theia 4912               ; Theia II            ; 0.332;  8.69
Theia 4913               ; Theia II            ; 0.952;  8.69
Theia 4914               ; Theia II            ; 0.719;  8.69
Theia 4915               ; Theia II            ; 0.590;  8.69
Theia 4916               ; Theia II            ; 0.545;  8.70
Theia 4917               ; Theia II            ; 0.558;  8.70
Theia 4918               ; Theia II            ; 0.703;  8.70
Theia 4919               ; Theia II            ; 0.735;  8.70
Theia 492                ; 2019AJ....158..122K ;      ;  8.28 
Theia 492                ; Theia II            ; 0.358;  8.31
Theia 4920               ; Theia II            ; 0.487;  8.70
Theia 4921               ; Theia II            ; 0.339;  8.70
Theia 4922               ; Theia II            ; 0.287;  8.70
Theia 4923               ; Theia II            ; 0.481;  8.70
Theia 4924               ; Theia II            ; 0.294;  8.70
Theia 4925               ; Theia II            ; 0.632;  8.70
Theia 4926               ; Theia II            ; 0.397;  8.70
Theia 4927               ; Theia II            ; 0.484;  8.70
Theia 4928               ; Theia II            ; 0.481;  8.70
Theia 4929               ; Theia II            ; 0.448;  8.70
Theia 493                ; 2019AJ....158..122K ;      ;  8.28 
Theia 493                ; Theia II            ; 0.252;  8.18
Theia 4930               ; Theia II            ; 0.245;  8.70
Theia 4931               ; Theia II            ; 0.319;  8.70
Theia 4932               ; Theia II            ; 0.535;  8.70
Theia 4933               ; Theia II            ; 0.513;  8.70
Theia 4934               ; Theia II            ; 0.490;  8.70
Theia 4935               ; Theia II            ; 0.365;  8.70
Theia 4936               ; Theia II            ; 0.842;  8.70
Theia 4937               ; Theia II            ; 0.368;  8.70
Theia 4938               ; Theia II            ; 0.552;  8.70
Theia 4939               ; Theia II            ; 0.358;  8.70
Theia 494                ; 2019AJ....158..122K ;      ;  8.20 
