Cluster_s name                ;Galaxy ;Const;RAJ2000.0  DEJ2000.0   ;Wavel ;Type  ;Dia_arcS;Dst_pc ;V_mag  ;E(B-V);Log_t ;Aliases/Variants                                                                                                  ;Comments
LW 475                        ;LMC    ;Men  ;06 23 23   -70 33 14   ;Op    ;OC/OB ;    57.0;  49500;       ;      ;      ;KMHK 1750                                                                                                         ;
NGC 1813                      ;LMC    ;Men  ;05 02 40   -70 19 04   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;SL 190, ESO 56-50, KMHK 472                                                                                       ;in LH 18
NGC 2047                      ;LMC    ;Men  ;05 35 54   -70 11 29   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;SL 600, ESO 56-167, OGLE-LMC 626                                                                                  ;in GKK-A87
SL 118                        ;LMC    ;Men  ;04 55 32   -74 40 34   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;LW 94, KMHK 323                                                                                                   ;
SL 36                         ;LMC    ;Men  ;04 46 09   -74 53 19   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;LW 60, KMHK 97                                                                                                    ;
SL 435                        ;LMC    ;Men  ;05 23 30   -71 25 35   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;KMHK 853                                                                                                          ;in LMC-N 200
SL 48                         ;LMC    ;Men  ;04 49 27   -72 46 54   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;LW 68, KMHK 133                                                                                                   ;
SL 52                         ;LMC    ;Men  ;04 50 07   -71 38 58   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;LW 72, KMHK 141                                                                                                   ;
SL 612                        ;LMC    ;Men  ;05 36 21   -73 17 39   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;LW 252, KMHK 1148                                                                                                 ;
SL 766                        ;LMC    ;Men  ;05 53 00   -70 32 07   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;KMHK 1494                                                                                                         ;in GKK-A71
SMASH Field 40-03             ;LMC    ;Men  ;05 12 34.45-72 37 34.5 ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;                                                                                                                  ;from arXiv:1612.09221v1, aprox diam from DSS2 image
[KMK88] 59                    ;LMC    ;Men  ;05 29 25   -69 55 12   ;Op    ;OC    ;    57.0;  49500;       ;      ;      ;OGLE-LMC 520                                                                                                      ;mP
OGLE-LMC 646                  ;LMC    ;Men  ;05 37 33   -70 03 18   ;Op    ;OC    ;    57.6;  49500;       ;      ;      ;OGLE-LMC 646                                                                                                      ;
OGLE-LMC 681                  ;LMC    ;Men  ;05 41 05   -70 23 20   ;Op    ;OC    ;    57.6;  49500;       ;      ;      ;OGLE-LMC 681                                                                                                      ;
OGLE-LMC-CL-0798              ;LMC    ;Men  ;04 59 39.50-76 02 51.5 ;Op    ;OC    ;    58.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0810              ;LMC    ;Men  ;05 27 06.84-75 21 20.4 ;Op    ;OC    ;    58.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0814              ;LMC    ;Men  ;05 29 38.69-76 12 10.7 ;Op    ;OC    ;    58.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0886              ;LMC    ;Men  ;04 52 44.28-75 16 30.6 ;Op    ;OC    ;    58.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1002                     ;LMC    ;Men  ;05 14 26   -71 25 41   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1023                     ;LMC    ;Men  ;05 14 54   -70 40 16   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1052                     ;LMC    ;Men  ;05 15 29   -70 28 43   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1171                     ;LMC    ;Men  ;05 17 59   -71 22 16   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1232                     ;LMC    ;Men  ;05 19 06   -70 17 37   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1321                     ;LMC    ;Men  ;05 20 32   -71 53 25   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1322                     ;LMC    ;Men  ;05 20 34   -71 43 23   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1358                     ;LMC    ;Men  ;05 21 28   -70 01 57   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1359                     ;LMC    ;Men  ;05 21 23   -70 32 46   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1386                     ;LMC    ;Men  ;05 21 43   -70 25 21   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1427                     ;LMC    ;Men  ;05 22 17   -70 51 44   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 9
BSDL 1632                     ;LMC    ;Men  ;05 25 06   -71 54 57   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1858                     ;LMC    ;Men  ;05 28 00   -69 55 50   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 498                                                                                                      ;
BSDL 1949                     ;LMC    ;Men  ;05 29 24   -70 14 12   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 519                                                                                                      ;
BSDL 2030                     ;LMC    ;Men  ;05 30 03   -71 07 50   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley IX
BSDL 2154                     ;LMC    ;Men  ;05 31 19   -70 25 15   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2206                     ;LMC    ;Men  ;05 31 37   -71 07 14   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley IX
BSDL 2229                     ;LMC    ;Men  ;05 32 01   -70 10 43   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 566                                                                                                      ;mP
BSDL 2282                     ;LMC    ;Men  ;05 32 37   -71 37 56   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2377                     ;LMC    ;Men  ;05 33 37   -72 07 06   ;Op    ;OC/OB ;    60.0;  49500;       ;      ;      ;GKK-O5                                                                                                            ;
BSDL 2391                     ;LMC    ;Men  ;05 33 50   -71 49 02   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2424                     ;LMC    ;Men  ;05 34 13   -71 22 40   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2432                     ;LMC    ;Men  ;05 34 27   -70 31 10   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2699                     ;LMC    ;Men  ;05 39 06   -71 41 50   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2910                     ;LMC    ;Men  ;05 43 38   -70 41 08   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2911                     ;LMC    ;Men  ;05 43 35   -70 57 11   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2913                     ;LMC    ;Men  ;05 43 42   -70 36 30   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 704                                                                                                      ;mP
BSDL 293                      ;LMC    ;Men  ;04 56 15   -71 54 06   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3000                     ;LMC    ;Men  ;05 46 51   -70 30 40   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 739                                                                                                      ;
BSDL 3007                     ;LMC    ;Men  ;05 47 02   -70 32 05   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3024                     ;LMC    ;Men  ;05 47 32   -70 07 19   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3046                     ;LMC    ;Men  ;05 47 54   -70 42 52   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 3026
BSDL 3128                     ;LMC    ;Men  ;05 50 58   -70 28 51   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3158                     ;LMC    ;Men  ;05 52 11   -71 51 30   ;Op    ;OC/OB ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3170                     ;LMC    ;Men  ;05 53 38   -71 03 15   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 468                      ;LMC    ;Men  ;05 02 23   -70 46 15   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley VIII
BSDL 497                      ;LMC    ;Men  ;05 03 37   -70 42 56   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley VIII
BSDL 531                      ;LMC    ;Men  ;05 04 13   -70 47 28   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 602                      ;LMC    ;Men  ;05 05 42   -69 51 10   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 614                      ;LMC    ;Men  ;05 05 41   -70 48 06   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 619
BSDL 689                      ;LMC    ;Men  ;05 07 55   -70 39 34   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 75
BSDL 693                      ;LMC    ;Men  ;05 08 09   -70 04 46   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in LH 29
BSDL 757                      ;LMC    ;Men  ;05 09 10   -71 52 26   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in GKK-A38
BSDL 863                      ;LMC    ;Men  ;05 12 04   -70 20 39   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 947                      ;LMC    ;Men  ;05 13 44   -70 05 21   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
HS 265                        ;LMC    ;Men  ;05 23 17   -70 14 10   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 265                                                                                                            ;
HS 293                        ;LMC    ;Men  ;05 26 01   -70 21 15   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;HS 293                                                                                                            ;
HS 301A                       ;LMC    ;Men  ;05 26 39   -71 58 50   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 301A, KMHK 917                                                                                                 ;
HS 304                        ;LMC    ;Men  ;05 27 15   -71 10 16   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 304, KMHK 927                                                                                                  ;in SGshell-LMC 9
HS 345                        ;LMC    ;Men  ;05 31 50   -70 17 22   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 345, BRHT 53a, OGLE-LMC 564                                                                                    ;mT
HS 349                        ;LMC    ;Men  ;05 33 06   -70 02 31   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 349, OGLE-LMC 583                                                                                              ;
HS 351                        ;LMC    ;Men  ;05 33 23   -70 01 49   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 351, OGLE-LMC 586                                                                                              ;
HS 375                        ;LMC    ;Men  ;05 38 14   -71 05 46   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;HS 375, KMHK 1172                                                                                                 ;
HS 414                        ;LMC    ;Men  ;05 46 41   -70 50 52   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 414, BRHT 42b, KMHK 1365, OGLE-LMC 736, GKK-O92s                                                               ;mP
HS 90                         ;LMC    ;Men  ;05 00 57   -70 10 26   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;HS 90, KMHK 441                                                                                                   ;in Shapley VIII
KMHK 1022                     ;LMC    ;Men  ;05 31 07   -71 57 45   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 2193, br*edge
KMHK 103                      ;LMC    ;Men  ;04 47 41   -70 57 44   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1392                     ;LMC    ;Men  ;05 48 15   -70 26 34   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1454                     ;LMC    ;Men  ;05 50 48   -70 14 08   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;mP
KMHK 170                      ;LMC    ;Men  ;04 51 39   -70 39 18   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 416                      ;LMC    ;Men  ;05 00 01   -70 08 15   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in LMC-N 186E, sup LMC-N 186D
KMHK 565                      ;LMC    ;Men  ;05 07 35   -71 10 03   ;Op    ;OB/OC ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;in LH 28
KMHK 587                      ;LMC    ;Men  ;05 08 32   -70 26 55   ;Op    ;OC/OB ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
LW 106                        ;LMC    ;Men  ;04 58 07   -75 32 28   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 399                                                                                                          ;
LW 141                        ;LMC    ;Men  ;05 07 34   -74 38 06   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 585                                                                                                          ;
LW 22                         ;LMC    ;Men  ;04 40 20   -72 36 43   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 33                                                                                                           ;
LW 263                        ;LMC    ;Men  ;05 39 08   -74 51 12   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1208                                                                                                         ;
LW 27                         ;LMC    ;Men  ;04 41 33   -72 23 21   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 39                                                                                                           ;
LW 270                        ;LMC    ;Men  ;05 40 23   -75 18 04   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1243                                                                                                         ;
LW 369                        ;LMC    ;Men  ;06 02 55   -71 27 28   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1618                                                                                                         ;
LW 66                         ;LMC    ;Men  ;04 49 04   -73 50 23   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 129                                                                                                          ;
LW 74                         ;LMC    ;Men  ;04 50 22   -71 27 45   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
NGC 1673                      ;LMC    ;Men  ;04 42 39   -69 49 12   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;SL 17, LW 31, ESO 55-34, KMHK 43                                                                                  ;
NGC 1766                      ;LMC    ;Men  ;04 55 57   -70 13 32   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;SL 113, ESO 56-29, KMHK 304                                                                                       ;
NGC 1775                      ;LMC    ;Men  ;04 56 54   -70 25 49   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;SL 129, ESO 56-34, BRHT 2a, KMHK 338                                                                              ;mT
NGC 1823                      ;LMC    ;Men  ;05 03 24   -70 20 11   ;Op    ;OC/OB ;    60.0;  49500;       ;      ;      ;SL 198, ESO 56-51, KMHK 487                                                                                       ;in LH 18
NGC 2066                      ;LMC    ;Men  ;05 37 42   -70 09 54   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;SL 627, ESO 57-3, OGLE-LMC 651                                                                                    ;mT, in BSDL 2608
NGC 2072                      ;LMC    ;Men  ;05 38 24   -70 14 01   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;SL 630, ESO 57-4, KMHK 1170, OGLE-LMC 656                                                                         ;in BSDL 2608
NGC 2171                      ;LMC    ;Men  ;05 58 26   -70 39 15   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;SL 809, KMHK 1571                                                                                                 ;
OGLE-LMC 513                  ;LMC    ;Men  ;05 28 51   -70 00 42   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 513                                                                                                      ;
OGLE-LMC-CL-0801              ;LMC    ;Men  ;04 55 13.18-75 17 17.3 ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0826              ;LMC    ;Men  ;04 35 35.82-73 25 07.0 ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
SL 103                        ;LMC    ;Men  ;04 54 54   -71 23 27   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 277                                                                                                          ;
SL 108                        ;LMC    ;Men  ;04 55 14   -71 06 16   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 287                                                                                                          ;
SL 135                        ;LMC    ;Men  ;04 56 43   -73 51 46   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 97, KMHK 356                                                                                                   ;
SL 183                        ;LMC    ;Men  ;05 01 33   -71 37 50   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 460                                                                                                          ;
SL 185                        ;LMC    ;Men  ;05 01 27   -73 03 47   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 116                                                                                                            ;in KMHK 466
SL 255                        ;LMC    ;Men  ;05 07 55   -70 03 26   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;BRHT 30a, KMHK 573                                                                                                ;mP, in LH 29
SL 256                        ;LMC    ;Men  ;05 08 10   -71 10 23   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 580                                                                                                          ;in LH 28
SL 312                        ;LMC    ;Men  ;05 12 23   -71 40 42   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 658                                                                                                          ;
SL 431                        ;LMC    ;Men  ;05 23 12   -70 16 51   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
SL 451                        ;LMC    ;Men  ;05 24 13   -75 34 00   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 206, KMHK 883                                                                                                  ;
SL 472                        ;LMC    ;Men  ;05 26 14   -70 22 52   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 906                                                                                                          ;
SL 542                        ;LMC    ;Men  ;05 31 20   -70 12 54   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 556                                                                                                      ;
SL 544                        ;LMC    ;Men  ;05 31 29   -70 05 16   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 557                                                                                                      ;
SL 56                         ;LMC    ;Men  ;04 50 32   -70 04 32   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 142                                                                                                          ;in SGshell-LMC 7
SL 584                        ;LMC    ;Men  ;05 34 00   -71 56 09   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1100                                                                                                         ;
SL 622                        ;LMC    ;Men  ;05 37 22   -69 58 21   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;OGLE-LMC 641                                                                                                      ;mP
SL 624                        ;LMC    ;Men  ;05 37 19   -71 06 58   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1158                                                                                                         ;
SL 656                        ;LMC    ;Men  ;05 41 05   -71 20 32   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1237                                                                                                         ;
SL 692                        ;LMC    ;Men  ;05 44 14   -70 40 10   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;BRHT 40b, KMHK 1320, OGLE-LMC 712, GKK-O95s                                                                       ;m5
SL 721                        ;LMC    ;Men  ;05 47 30   -72 29 11   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 301, KMHK 1387                                                                                                 ;
SL 737                        ;LMC    ;Men  ;05 48 44   -75 44 00   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 312, KMHK 1432                                                                                                 ;
SL 781                        ;LMC    ;Men  ;05 54 41   -70 42 01   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1524, GKK-O84                                                                                                ;
SL 787                        ;LMC    ;Men  ;05 55 59   -70 00 49   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;KMHK 1538                                                                                                         ;
SL 872                        ;LMC    ;Men  ;06 15 02   -71 19 45   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 442, KMHK 1709                                                                                                 ;
SL 890                        ;LMC    ;Men  ;06 23 03   -71 41 11   ;Op    ;OC    ;    60.0;  49500;       ;      ;      ;LW 473, KMHK 1749                                                                                                 ;
[H88] 345                     ;LMC    ;Men  ;05 49 34   -70 58 16   ;Op    ;OB    ;    60.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0811              ;LMC    ;Men  ;05 27 39.18-75 19 42.4 ;Op    ;OC    ;    62.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0827              ;LMC    ;Men  ;04 32 59.51-73 13 42.5 ;Op    ;OC    ;    62.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC 688                  ;LMC    ;Men  ;05 41 37   -70 08 55   ;Op    ;OC    ;    62.4;  49500;       ;      ;      ;OGLE-LMC 688, GKK-O135                                                                                            ;
OGLE-LMC 587                  ;LMC    ;Men  ;05 33 24   -70 13 37   ;Op    ;OC    ;    63.6;  49500;       ;      ;      ;OGLE-LMC 587                                                                                                      ;
OGLE-LMC-CL-0794              ;LMC    ;Men  ;04 51 24.24-75 36 42.1 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0796              ;LMC    ;Men  ;04 49 34.08-75 21 54.7 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0797              ;LMC    ;Men  ;04 58 27.70-75 52 37.4 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0809              ;LMC    ;Men  ;05 17 07.92-75 31 56.8 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0817              ;LMC    ;Men  ;05 29 56.13-75 05 09.8 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0821              ;LMC    ;Men  ;05 52 09.37-75 14 51.8 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0846              ;LMC    ;Men  ;06 14 19.67-73 19 24.0 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0848              ;LMC    ;Men  ;06 14 40.96-72 53 39.5 ;Op    ;OC    ;    64.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 101                      ;LMC    ;Men  ;04 51 00   -70 00 33   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 7
BSDL 1079                     ;LMC    ;Men  ;05 15 57   -70 50 39   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1174                     ;LMC    ;Men  ;05 18 03   -71 01 15   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 9
BSDL 119                      ;LMC    ;Men  ;04 51 30   -70 08 38   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1317                     ;LMC    ;Men  ;05 20 38   -70 58 08   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 9
BSDL 1331                     ;LMC    ;Men  ;05 20 55   -70 28 40   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1684                     ;LMC    ;Men  ;05 25 47   -70 55 02   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 9
BSDL 1932                     ;LMC    ;Men  ;05 29 03   -70 00 17   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2123                     ;LMC    ;Men  ;05 31 04   -70 10 01   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;OGLE-LMC 552                                                                                                      ;
BSDL 215                      ;LMC    ;Men  ;04 54 33   -69 57 18   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 7
BSDL 2201                     ;LMC    ;Men  ;05 31 43   -70 22 47   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2205                     ;LMC    ;Men  ;05 31 50   -69 55 14   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2212                     ;LMC    ;Men  ;05 31 52   -69 58 50   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2306                     ;LMC    ;Men  ;05 33 12   -70 20 59   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2342                     ;LMC    ;Men  ;05 33 34   -70 57 13   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 246                      ;LMC    ;Men  ;04 55 01   -71 56 36   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2632                     ;LMC    ;Men  ;05 37 37   -70 07 34   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;OGLE-LMC 647                                                                                                      ;mT, in BSDL 2608
BSDL 2942                     ;LMC    ;Men  ;05 44 41   -71 00 34   ;Op    ;OB/OC ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2943                     ;LMC    ;Men  ;05 44 41   -71 02 25   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;OGLE-LMC 716                                                                                                      ;
BSDL 2951                     ;LMC    ;Men  ;05 45 12   -70 01 03   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3017                     ;LMC    ;Men  ;05 47 23   -70 26 37   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;OGLE-LMC 742                                                                                                      ;
BSDL 3045                     ;LMC    ;Men  ;05 48 00   -69 59 09   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3079                     ;LMC    ;Men  ;05 48 40   -70 38 01   ;Op    ;OB/OC ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 367                      ;LMC    ;Men  ;04 58 44   -70 43 31   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 50                       ;LMC    ;Men  ;04 49 09   -69 53 28   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 7
BSDL 548                      ;LMC    ;Men  ;05 04 36   -69 53 50   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 590                      ;LMC    ;Men  ;05 05 15   -70 07 51   ;Op    ;OC/OB ;    66.0;  49500;       ;      ;      ;GKK-O152                                                                                                          ;in DEML 68
BSDL 61                       ;LMC    ;Men  ;04 49 25   -71 04 12   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 681                      ;LMC    ;Men  ;05 07 43   -70 17 26   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
